#,ML Number,Status,Address,City,Zip,Legal Subdivision Name,Subdivision/Condo Name,Heated Area,Current Price,Beds,Full Baths,Half Baths,Year Built,Pool,Property Style,Ownership,Tax,CDOM,ADOM,Days to Contract,Sold Terms,Close Date,LP / SqFt,SP/SqFt,SP / LP
4372,J963936,SLD,5809 FORGE BREEZE LOOP,WESLEY CHAPEL,33545,EPPERSON RANCH,,"3,313","$553,355 ",5,3,0,2023,None,Single Family Residence,Fee Simple,"$2,859.00 ",0,0,0,Cash,7/17/2023,$167.03 ,$167.03 ,1
4373,J962012,SLD,8999 FORGE BREEZE LOOP,WESLEY CHAPEL,33545,EPPERSON RANCH,,"3,313","$553,355 ",4,3,0,2022,Community,Single Family Residence,Fee Simple,"$2,964.00 ",0,0,-295,Conventional,5/22/2023,$167.03 ,$167.03 ,1
4374,T3460382,SLD,30564 CHESAPEAKE BAY DR,WESLEY CHAPEL,33543,THE RIDGE AT WIREGRASS RANCH,,"2,072","$555,000 ",3,2,1,2017,Community,Single Family Residence,Fee Simple,"$7,977.24 ",63,63,63,Cash,10/16/2023,$269.79 ,$267.86 ,0.99
4375,J961826,SLD,3409 GREAT BANYAN WAY,WESLEY CHAPEL,33543,WINDING RDG PHS 5 & 6,,"2,591","$555,489 ",4,2,1,2023,None,Single Family Residence,Fee Simple,$293.70 ,0,0,-605,Conventional,5/12/2023,$214.39 ,$214.39 ,1
4376,T3460538,SLD,9822 SHORELINE VIEW WAY,WESLEY CHAPEL,33545,EPPERSON RANCH,,"2,372","$556,990 ",4,3,0,2023,Community,Single Family Residence,Fee Simple,$0.00 ,30,30,30,Conventional,12/28/2023,$234.82 ,$234.82 ,1
4377,T3458936,SLD,3647 FRONT PARK DR,WESLEY CHAPEL,33543,PERSIMMON PARK,,"2,392","$559,900 ",4,3,1,2021,Community,Single Family Residence,Fee Simple,"$8,317.11 ",39,39,39,Cash,9/18/2023,$234.07 ,$234.07 ,1
4378,T3456547,SLD,1527 BERING RD,WESLEY CHAPEL,33543,UNION PARK,,"2,537","$560,000 ",4,3,0,2019,Community,Single Family Residence,Fee Simple,"$3,007.00 ",7,7,8,VA,8/31/2023,$244.78 ,$220.73 ,0.9
4379,T3453118,SLD,27115 FIREBUSH DR,WESLEY CHAPEL,33544,SEVEN OAKS PRCL S-9,,"2,637","$560,000 ",4,3,0,2005,Community,Single Family Residence,Fee Simple,"$6,436.00 ",48,48,62,Cash,9/13/2023,$215.78 ,$212.36 ,0.98
4380,T3453087,SLD,7152 HUMBER CIR,WESLEY CHAPEL,33545,BRIDGEWATER PH 01 & 02,,"2,042","$560,000 ",3,2,0,2006,Private,Single Family Residence,Fee Simple,"$3,694.43 ",9,9,22,Conventional,8/3/2023,$277.89 ,$274.24 ,0.99
4381,T3452079,SLD,8072 ROMA DUNE DR,WESLEY CHAPEL,33545,EPPERSON RANCH SOUTH PH 1,,"2,313","$560,000 ",4,3,0,2017,Community,Single Family Residence,Fee Simple,"$3,764.00 ",8,8,8,Conventional,7/17/2023,$250.75 ,$242.11 ,0.97
4382,T3459848,SLD,28642 CROOKED STICK CT,WESLEY CHAPEL,33543,MEADOW POINTE,,"2,402","$565,000 ",4,3,0,1995,"Private, Community",Single Family Residence,Fee Simple,"$2,079.00 ",7,7,7,Cash,8/30/2023,$228.93 ,$235.22 ,1.03
4383,T3454649,SLD,1323 HIGHWOOD PL,WESLEY CHAPEL,33543,MEADOW POINTE PRCL 11,,"2,713","$565,000 ",4,3,0,2000,Private,Single Family Residence,Fee Simple,"$5,265.80 ",3,3,4,VA,7/31/2023,$206.38 ,$208.26 ,1.01
4384,T3453392,SLD,8669 HARDY BAY LOOP,WESLEY CHAPEL,33545,EPPERSON RANCH,,"3,313","$565,910 ",4,3,0,2024,Community,Single Family Residence,Fee Simple,$0.00 ,33,33,33,Conventional,12/21/2023,$170.81 ,$170.81 ,1
4385,U8207827,SLD,5254 SADDLEBROOK WAY,WESLEY CHAPEL,33543,SADDLEBROOK UNREC,,"2,239","$570,000 ",4,3,0,1986,None,Single Family Residence,Fee Simple,"$5,175.79 ",48,48,48,Cash,10/20/2023,$267.98 ,$254.58 ,0.95
4386,J963162,SLD,32326 CONCHSHELL SAIL ST,WESLEY CHAPEL,33545,EPPERSON NORTH VLG A-1 A-2 A-3,,"2,787","$570,670 ",4,4,0,2023,None,Single Family Residence,Fee Simple,"$3,052.29 ",0,0,-239,Conventional,5/30/2023,$204.76 ,$204.76 ,1
4387,T3456922,SLD,28862 ORANGE BERRY DRIVE,WESLEY CHAPEL,33543,PERSIMMON PARK,,"2,361","$571,000 ",4,3,1,2023,None,Single Family Residence,Fee Simple,"$3,118.00 ",246,246,246,Conventional,4/17/2024,$249.89 ,$241.85 ,0.97
4388,T3454937,SLD,4710 ROLLING GREEN DR,WESLEY CHAPEL,33543,COUNTRY WALK INCREMENT C PH 02,,"2,814","$574,000 ",4,3,0,2017,"Private, Community",Single Family Residence,Fee Simple,"$6,542.00 ",68,0,2,Cash,8/7/2023,$209.65 ,$203.98 ,0.97
4389,T3460348,SLD,33580 HAMILTON HILL LN,WESLEY CHAPEL,33545,WESTGATE,,"3,975","$574,990 ",5,4,1,2023,Community,Single Family Residence,Fee Simple,$0.00 ,0,0,0,Conventional,8/18/2023,$144.65 ,$144.65 ,1
4390,W7856121,SLD,27225 BREAKERS DR,WESLEY CHAPEL,33544,NORTHWOOD,,"3,238","$580,000 ",5,3,0,1996,Private,Single Family Residence,Fee Simple,"$4,000.43 ",125,125,125,Conventional,12/13/2023,$191.45 ,$179.12 ,0.94
4391,T3450324,SLD,7854 ABBY BROOKS CIR,WESLEY CHAPEL,33545,EPPERSON RANCH PH 5-2,,"2,802","$586,000 ",4,2,1,2021,Community,Single Family Residence,Fee Simple,"$8,351.00 ",20,20,21,VA,8/25/2023,$213.78 ,$209.14 ,0.98
4392,J963458,SLD,3206 WOODLAND BROOK WAY,WESLEY CHAPEL,33543,WINDING RIDGE PHASES 5 & 6 PB 88 PG 042 LOT 440,,"2,591","$591,621 ",3,2,1,2023,None,Single Family Residence,Fee Simple,$308.00 ,0,0,-741,Conventional,6/28/2023,$228.34 ,$228.34 ,1
4393,U8202915,SLD,6847 EVANS WAY,WESLEY CHAPEL,33544,WESLEY CHAPEL ACRES,,"2,151","$599,000 ",3,2,0,2002,Private,Single Family Residence,Fee Simple,"$3,719.17 ",1,1,1,VA,7/6/2023,$278.48 ,$278.48 ,1
4394,T3459197,SLD,9834 SHORELINE VIEW WAY,WESLEY CHAPEL,33545,EPPERSON RANCH,,"2,794","$599,490 ",4,3,1,2023,Community,Single Family Residence,Fee Simple,$0.00 ,14,14,19,VA,12/8/2023,$214.56 ,$214.56 ,1
4395,T3457448,SLD,5047 SILVER CHARM TER,WESLEY CHAPEL,33544,LEXINGTON OAKS VILLAGE 08 09,,"3,312","$600,000 ",4,3,2,2002,Community,Single Family Residence,Fee Simple,"$6,219.71 ",29,29,29,VA,8/28/2023,$181.16 ,$181.16 ,1
4396,T3457081,SLD,32649 KOBUK VALLEY AVE,WESLEY CHAPEL,33543,UNION PARK PH 8B & 8C,,"2,934","$600,000 ",5,3,0,2022,"Private, Community",Single Family Residence,Fee Simple,"$3,675.00 ",3,3,3,Conventional,8/14/2023,$204.50 ,$204.50 ,1
4397,U8205168,SLD,1103 HELMSDALE DR,WESLEY CHAPEL,33543,MEADOW POINTE 03 PRCL V-V,,"2,641","$600,000 ",4,3,0,2004,"Private, Community",Single Family Residence,Fee Simple,"$4,974.82 ",25,25,25,Conventional,9/1/2023,$230.97 ,$227.19 ,0.98
4398,T3452664,SLD,1623 BERING RD,WESLEY CHAPEL,33543,UNION PARK PH 8A,,"4,033","$600,000 ",5,4,0,2020,Community,Single Family Residence,Fee Simple,"$8,972.98 ",182,182,195,Conventional,12/22/2023,$161.17 ,$148.77 ,0.92
4399,J962663,SLD,31557 WESTBURY ESTATES AVE,WESLEY CHAPEL,33545,CHAPEL CROSSINGS,,"3,013","$607,129 ",4,3,0,2023,None,Single Family Residence,Fee Simple,"$3,843.49 ",0,0,-76,Conventional,6/15/2023,$201.50 ,$201.50 ,1
4400,U8204065,SLD,7324 BROOKLINE ST,WESLEY CHAPEL,33544,QUAIL HOLLOW PINES,,"2,789","$610,000 ",3,2,1,1993,None,Single Family Residence,Fee Simple,"$3,641.00 ",3,3,3,Conventional,7/24/2023,$215.09 ,$218.72 ,1.02
4401,T3449464,SLD,5641 SPECTACULAR BID DR,WESLEY CHAPEL,33544,LEXINGTON OAKS VILLAGE 17 UNITS A & B,,"2,788","$613,500 ",4,3,1,2003,Private,Single Family Residence,Fee Simple,"$6,254.00 ",3,3,10,Conventional,7/11/2023,$215.21 ,$220.05 ,1.02
4402,T3454551,SLD,9798 SHORELINE VIEW WAY,WESLEY CHAPEL,33545,EPPERSON RANCH,,"3,278","$614,990 ",5,4,1,2024,Community,Single Family Residence,Fee Simple,$0.00 ,141,141,141,VA,1/31/2024,$187.61 ,$187.61 ,1
4403,T3455014,SLD,31795 LILY ARBOR WAY,WESLEY CHAPEL,33545,EPPERSON RANCH II,,"3,059","$615,000 ",5,3,1,2023,Community,Single Family Residence,Fee Simple,$500.00 ,22,22,32,Conventional,8/18/2023,$201.05 ,$201.05 ,1
4404,T3459738,SLD,7722 ABBY BROOKS CIR,WESLEY CHAPEL,33545,EPPERSON RANCH PH 5-2,,"3,269","$620,000 ",4,2,1,2022,None,Single Family Residence,Fee Simple,"$3,472.53 ",4,4,4,VA,8/11/2023,$189.66 ,$189.66 ,1
4405,A4573255,SLD,4540 FRECCIA LOOP,WESLEY CHAPEL,33543,ESPLANADE AT WIREGRASS RANCH,,"2,100","$620,000 ",2,2,1,2023,Community,Single Family Residence,Fee Simple,$0.00 ,144,144,144,Conventional,2/20/2024,$306.88 ,$295.24 ,0.96
4406,J963627,SLD,33181 ROSEWOOD BARK WAY,WESLEY CHAPEL,33545,WHISPERING OAKS PRESERVE,,"3,531","$622,000 ",5,3,0,2023,None,Single Family Residence,Fee Simple,$338.88 ,0,0,-302,Conventional,7/7/2023,$176.15 ,$176.15 ,1
4407,T3456083,SLD,25639 FERDINAND CT,WESLEY CHAPEL,33544,LEXINGTON OAKS VILLAGE 17 UNITS A & B,,"2,788","$625,000 ",4,3,1,2004,Private,Single Family Residence,Fee Simple,"$5,911.37 ",35,35,40,Conventional,9/7/2023,$224.18 ,$224.18 ,1
4408,T3452687,SLD,25636 RISEN STAR DR,WESLEY CHAPEL,33544,LEXINGTON OAKS VILLAGE 27,,"3,032","$625,000 ",4,3,1,2002,"Private, Community",Single Family Residence,Fee Simple,"$5,422.00 ",4,4,4,Conventional,7/21/2023,$204.16 ,$206.13 ,1.01
4409,U8203581,SLD,27517 GREEN WILLOW RUN,WESLEY CHAPEL,33544,QUAIL HOLLOW PINES,,"2,560","$625,000 ",4,3,1,1998,None,Single Family Residence,Fee Simple,"$3,004.71 ",3,3,4,VA,7/14/2023,$310.55 ,$244.14 ,0.79
4410,J963098,SLD,2377 CARIBE CT,WESLEY CHAPEL,33543,RIVER LANDING,,"2,399","$626,330 ",4,3,0,2023,None,Single Family Residence,Fee Simple,"$2,441.00 ",0,0,-355,VA,6/26/2023,$261.08 ,$261.08 ,1
4411,J963457,SLD,3469 GREAT BANYAN WAY,WESLEY CHAPEL,33543,WINDING RIDGE PHASES 5 & 6 PB 88 PG 042 LOT 389,,"3,248","$629,082 ",5,3,1,2023,None,Single Family Residence,Fee Simple,$308.00 ,0,0,-668,Conventional,6/30/2023,$193.68 ,$193.68 ,1
4412,T3449437,SLD,7483 POOL COMPASS LOOP,WESLEY CHAPEL,33545,EPPERSON RANCH SOUTH PH 3B,,"2,606","$630,000 ",3,2,1,2020,"Private, Community",Single Family Residence,Fee Simple,"$6,696.00 ",12,12,12,Conventional,8/16/2023,$245.59 ,$241.75 ,0.98
4413,A4575933,SLD,7513 BULLS HEAD DR,WESLEY CHAPEL,33545,PALM COVE PH 02,,"3,065","$631,000 ",5,3,1,2008,"Private, Community",Single Family Residence,Fee Simple,"$5,400.78 ",4,4,4,Conventional,8/17/2023,$205.87 ,$205.87 ,1
4414,T3452620,SLD,30943 PARROT REEF CT,WESLEY CHAPEL,33545,EPPERSON RANCH SOUTH PH 2H-1,,"3,059","$633,000 ",6,3,1,2018,Community,Single Family Residence,Fee Simple,"$4,614.00 ",14,14,14,Conventional,8/8/2023,$209.22 ,$206.93 ,0.99
4415,J962924,SLD,6444 TIMBERDALE AVE,WESLEY CHAPEL,33545,CHAPEL CROSSINGS PCLS G1 & G2,,"3,531","$637,180 ",5,3,0,2023,Community,Single Family Residence,Fee Simple,"$2,767.98 ",0,0,-275,VA,6/22/2023,$180.45 ,$180.45 ,1
4416,T3461271,SLD,8643 MORNING DOVE PLACE,WESLEY CHAPEL,33544,CIRCLE 08 ACRES,,"2,412","$640,000 ",4,3,0,1984,None,Single Family Residence,Fee Simple,"$3,754.27 ",50,50,56,Conventional,12/24/2023,$271.56 ,$265.34 ,0.98
4417,T3449617,SLD,4686 TRAMANTO LN,WESLEY CHAPEL,33543,ESTANCIA PH 3A & 3B,,"2,402","$640,000 ",4,3,0,2019,Community,Single Family Residence,Fee Simple,"$8,091.00 ",4,4,14,Conventional,7/12/2023,$270.61 ,$266.44 ,0.98
4418,T3449791,SLD,4565 TRAMANTO LN,WESLEY CHAPEL,33543,ESTANCIA PH 3A & 3B,,"2,402","$641,000 ",3,2,1,2018,Community,Single Family Residence,Fee Simple,"$6,902.73 ",3,3,4,VA,7/14/2023,$270.19 ,$266.86 ,0.99
4419,T3460529,SLD,9846 SHORELINE VIEW WAY,WESLEY CHAPEL,33545,EPPERSON RANCH,,"3,975","$642,260 ",5,4,1,2023,Community,Single Family Residence,Fee Simple,$0.00 ,10,10,10,Conventional,3/12/2024,$161.57 ,$161.57 ,1
4420,T3449317,SLD,26620 EASY ST,WESLEY CHAPEL,33544,QUAIL HOLLOW PINES,,"2,581","$645,000 ",4,3,0,2002,Private,Single Family Residence,Fee Simple,"$3,306.38 ",14,14,36,Conventional,9/5/2023,$251.84 ,$249.90 ,0.99
4421,J963859,SLD,6331 TIMBERDALE AVE,WESLEY CHAPEL,33545,CHAPEL XINGS PCLS G1 & G2,,"3,531","$645,980 ",5,4,0,2023,None,Single Family Residence,Fee Simple,"$2,750.00 ",0,0,-90,Conventional,7/13/2023,$182.95 ,$182.95 ,1
4422,J962574,SLD,7321 SWEETER TIDE TRL,WESLEY CHAPEL,33545,EPPERSON RANCH SOUTH PH 2H-2,,"3,531","$646,047 ",5,3,0,2023,None,Single Family Residence,Fee Simple,"$4,451.12 ",0,0,-238,Conventional,6/12/2023,$182.96 ,$182.96 ,1
4423,T3458756,SLD,3663 FRONT PARK DR,WESLEY CHAPEL,33543,PERSIMMON PARK PHASE 1,,"2,392","$650,000 ",4,3,1,2021,"Private, Community",Single Family Residence,Fee Simple,"$7,672.00 ",200,200,203,Private,3/11/2024,$282.15 ,$271.74 ,0.96
4424,T3452117,SLD,3531 FORTINGALE DR,WESLEY CHAPEL,33543,MEADOW POINTE 4 PRCL M A C-1,,"2,729","$650,000 ",4,3,0,2006,Private,Single Family Residence,Fee Simple,"$6,945.00 ",3,3,3,VA,7/18/2023,$218.03 ,$238.18 ,1.09
4425,T3454563,SLD,9810 SHORELINE VIEW WAY,WESLEY CHAPEL,33545,EPPERSON,,"3,975","$650,260 ",5,4,1,2023,Community,Single Family Residence,Fee Simple,$0.00 ,16,16,16,Conventional,12/27/2023,$163.59 ,$163.59 ,1
4426,J961813,SLD,32588 TREE OF LIFE WAY,WESLEY CHAPEL,33543,WINDING RIDGE,,"3,307","$655,830 ",5,5,0,2023,None,Single Family Residence,Fee Simple,$979.00 ,0,0,-641,Conventional,5/24/2023,$198.32 ,$198.32 ,1
4427,T3449017,SLD,4847 BUTLER NATIONAL DR,WESLEY CHAPEL,33543,COUNTRY WALK INCREMENT E PH 02,,"3,360","$660,000 ",5,3,1,2018,Community,Single Family Residence,Fee Simple,"$9,924.68 ",50,50,50,Conventional,8/25/2023,$203.87 ,$196.43 ,0.96
4428,J963566,SLD,32272 ROSEWOOD MEADOW LN,WESLEY CHAPEL,33543,X,,"2,403","$664,475 ",3,2,1,2023,None,Single Family Residence,Fee Simple,"$1,127.45 ",0,0,-589,Cash,6/29/2023,$276.52 ,$276.52 ,1
4429,T3461065,SLD,32512 SILVERCREEK WAY,WESLEY CHAPEL,33545,WATERGRASS,,"2,919","$670,000 ",5,3,0,2014,Community,Single Family Residence,Fee Simple,"$2,885.39 ",42,42,44,Conventional,10/17/2023,$231.21 ,$229.53 ,0.99
4430,T3458258,SLD,3639 FRONT PARK DR,WESLEY CHAPEL,33543,PERSIMMON PARK PHASE 1 PB 81PG 103 LOT 19,,"2,968","$672,000 ",4,2,1,2021,"Private, Community",Single Family Residence,Fee Simple,"$5,475.00 ",15,15,15,Conventional,8/31/2023,$226.42 ,$226.42 ,1
4431,T3451576,SLD,3343 FOXWOOD BLVD,WESLEY CHAPEL,33543,FOX RIDGE,,"2,461","$675,000 ",5,3,0,1996,Private,Single Family Residence,Fee Simple,"$4,255.00 ",63,63,63,Conventional,10/18/2023,$284.40 ,$274.28 ,0.96
4432,J963064,SLD,32626 TREE OF LIFE AVE,WESLEY CHAPEL,33543,WINDING RIDGE,,"4,112","$679,468 ",5,5,0,2023,None,Single Family Residence,Fee Simple,$802.93 ,0,0,-619,Conventional,6/22/2023,$165.24 ,$165.24 ,1
4433,J963663,SLD,9223 RALLY SPRING LOOP,WESLEY CHAPEL,33545,EPPERSON NORTH VLG C-2B,,"2,100","$681,400 ",3,3,0,2023,None,Single Family Residence,Fee Simple,"$3,898.05 ",0,0,-279,VA,6/16/2023,$324.48 ,$324.48 ,1
4434,J964455,SLD,6910 TALAMORE DR,WESLEY CHAPEL,33545,WATERGRASS PRCL H-1,,"2,921","$684,750 ",4,4,1,2023,None,Single Family Residence,Fee Simple,"$3,169.12 ",0,0,-167,Conventional,6/29/2023,$234.42 ,$234.42 ,1
4435,T3455396,SLD,4231 SAN SEVERO RD,WESLEY CHAPEL,33543,ESPLANADE AT WIREGRASS RANCH,,"2,293","$685,000 ",3,3,0,2021,Community,Single Family Residence,Fee Simple,"$10,485.84 ",197,197,197,Cash,2/20/2024,$305.28 ,$298.74 ,0.98
4436,J964402,SLD,31652 WESTBURY ESTATES AVE,WESLEY CHAPEL,33545,CHAPEL CROSSINGS,,"3,013","$688,615 ",4,3,0,2023,None,Single Family Residence,Fee Simple,"$3,846.29 ",0,0,-334,Conventional,7/26/2023,$228.55 ,$228.55 ,1
4437,T3461201,SLD,3152 HILLIARD DR,WESLEY CHAPEL,33543,MEADOW POINTE 4 PRCL N O & P EN,,"2,716","$689,000 ",4,3,0,2019,Private,Single Family Residence,Fee Simple,"$7,286.00 ",8,8,10,Cash,9/15/2023,$253.68 ,$253.68 ,1
4438,T3458398,SLD,4936 BUTLER NATIONAL DR,WESLEY CHAPEL,33543,COUNTRY WALK INCREMENT E PH 02,,"3,287","$690,000 ",5,4,1,2014,"Private, Community",Single Family Residence,Fee Simple,"$6,782.53 ",76,76,89,Conventional,11/20/2023,$216.00 ,$209.92 ,0.97
4439,T3453084,SLD,7537 TALLOWTREE DR,WESLEY CHAPEL,33544,WILLIAMS ACRES UNREC,,"2,335","$695,000 ",3,2,1,1973,Private,Single Family Residence,Fee Simple,"$5,678.78 ",76,76,76,Cash,9/22/2023,$299.74 ,$297.64 ,0.99
4440,T3452758,SLD,32733 SUMMERGLADE DR,WESLEY CHAPEL,33545,WATERGRASS PRCL B1-B4,,"3,658","$695,000 ",6,4,1,2013,Community,Single Family Residence,Fee Simple,"$7,614.27 ",56,56,69,Conventional,9/11/2023,$191.09 ,$189.99 ,0.99
4441,T3449271,SLD,9142 SHENANDOAH RUN,WESLEY CHAPEL,33544,HOMESTEADS SADDLEWOOD PH 2,,"2,735","$700,000 ",5,4,0,1998,Private,Single Family Residence,Fee Simple,"$5,359.00 ",3,3,9,Conventional,7/14/2023,$255.94 ,$255.94 ,1
4442,T3449092,SLD,7521 CONRAD ST,WESLEY CHAPEL,33544,QUAIL HOLLOW PINES,,"2,610","$710,000 ",4,3,1,2005,Private,Single Family Residence,Fee Simple,"$3,568.23 ",189,29,45,Conventional,8/25/2023,$285.44 ,$272.03 ,0.95
4443,T3456862,SLD,27007 FORDHAM DR,WESLEY CHAPEL,33544,SEVEN OAKS PCLS S-11 & S-15 A,,"3,500","$715,000 ",5,3,0,2004,None,Single Family Residence,Fee Simple,"$9,991.00 ",9,9,9,Conventional,8/4/2023,$207.14 ,$204.29 ,0.99
4444,J962735,SLD,8385 IVY STARK BLVD,WESLEY CHAPEL,33545,EPPERSON NORTH VLG D-3,,"2,388","$715,314 ",4,3,1,2023,Private,Single Family Residence,Fee Simple,"$2,732.00 ",0,0,0,Cash,6/16/2023,$299.55 ,$299.55 ,1
4445,J964191,SLD,4969 FRECCIA LOOP,WESLEY CHAPEL,33543,ESPLANADE/WIREGRASS RANCH PHS,,"2,275","$723,916 ",3,3,0,2023,None,Single Family Residence,Fee Simple,"$2,991.34 ",0,0,-461,Conventional,6/23/2023,$318.20 ,$318.20 ,1
4446,J963564,SLD,2635 ALLUVIAL WAY,WESLEY CHAPEL,33543,RIVER LANDING,,"3,134","$725,287 ",4,3,1,2023,None,Single Family Residence,Fee Simple,"$2,610.00 ",0,0,-556,Cash,6/22/2023,$231.43 ,$231.43 ,1
4447,J962605,SLD,7189 TALAMORE DR,WESLEY CHAPEL,33545,WATERGRASS PRCL H-1,,"2,921","$727,691 ",4,4,1,2022,None,Single Family Residence,Fee Simple,"$3,673.00 ",0,0,-393,Conventional,5/26/2023,$249.12 ,$249.12 ,1
4448,T3456183,SLD,28781 LUCERO LN,WESLEY CHAPEL,33543,ESTANCIA PH 3A & 3B,,"2,938","$730,000 ",4,3,0,2019,Community,Single Family Residence,Fee Simple,"$8,707.97 ",12,12,12,Cash,8/4/2023,$255.24 ,$248.47 ,0.97
4449,J962978,SLD,8932 IVY STARK BLVD,WESLEY CHAPEL,33545,EPPERSON NORTH VILLAGE D-1,,"3,252","$733,385 ",5,3,1,2022,Community,Single Family Residence,Fee Simple,"$4,337.00 ",0,0,-558,Conventional,6/23/2023,$225.52 ,$225.52 ,1
4450,J962670,SLD,33114 ROSEWOOD BARK WAY,WESLEY CHAPEL,33545,WHISPERING OAKS PRESERVE,,"3,531","$741,510 ",5,4,0,2023,Community,Single Family Residence,Fee Simple,$339.48 ,0,0,-296,Conventional,6/8/2023,$210.00 ,$210 ,1
4451,T3461250,SLD,31583 GODWIN CT,WESLEY CHAPEL,33545,CHAPEL CROSSINGS,,"3,013","$754,990 ",4,3,0,2023,Community,Single Family Residence,Fee Simple,"$1,056.00 ",38,38,41,Cash,10/6/2023,$258.87 ,$250.58 ,0.97
4452,U8206792,SLD,28647 BEL VERDE CT,WESLEY CHAPEL,33543,ESTANCIA PH 3C,,"3,176","$755,000 ",4,3,0,2021,Community,Single Family Residence,Fee Simple,"$10,434.78 ",4,4,4,Cash,8/11/2023,$245.56 ,$237.72 ,0.97
4453,J964362,SLD,32490 TREE OF LIFE AVE,WESLEY CHAPEL,33543,WINDING RDG PHS 1 2,,"4,100","$765,304 ",5,5,0,2023,Private,Single Family Residence,Fee Simple,$979.85 ,0,0,-744,Conventional,7/31/2023,$186.66 ,$186.66 ,1
4454,J962015,SLD,8465 IVY STARK BOULEVARD,WESLEY CHAPEL,33545,EPPERSON NORTH VLG D-3,,"2,380","$768,000 ",4,3,1,2022,None,Single Family Residence,Fee Simple,"$2,728.97 ",0,0,-114,Conventional,5/31/2023,$322.69 ,$322.69 ,1
4455,J962542,SLD,9189 RALLY SPRING LOOP,WESLEY CHAPEL,33545,EPPERSON NORTH VLG C-2B,,"3,175","$770,860 ",6,3,1,2023,None,Single Family Residence,Fee Simple,"$3,835.37 ",0,0,-695,Conventional,6/8/2023,$242.79 ,$242.79 ,1
4456,T3452856,SLD,31380 DRISCOLL DR,WESLEY CHAPEL,33543,MEADOW POINTE IV PRCL N-P ENCLAVE,,"3,465","$784,900 ",5,4,0,2018,Community,Single Family Residence,Fee Simple,"$6,027.00 ",19,19,19,Conventional,8/9/2023,$230.85 ,$226.52 ,0.98
4457,J963386,SLD,6930 TALAMORE DR,WESLEY CHAPEL,33545,WATERGRASS PRCL H-1,,"3,475","$793,913 ",5,4,1,2023,None,Single Family Residence,Fee Simple,"$3,427.29 ",0,0,-451,VA,6/30/2023,$228.46 ,$228.46 ,1
4458,A4576364,SLD,5132 LONDONDERRY LN,WESLEY CHAPEL,33543,SADDLEBROOK PH 01B,,"2,611","$805,000 ",3,3,1,1987,None,Single Family Residence,Fee Simple,"$6,402.25 ",21,21,21,Cash,10/12/2023,$317.50 ,$308.31 ,0.97
4459,T3449523,SLD,27338 BRIARGLADE LOOP,WESLEY CHAPEL,33544,SEVEN OAKS PARCELS S-11 & S-15,,"3,500","$810,000 ",5,3,0,2004,"Private, Community",Single Family Residence,Fee Simple,"$8,321.40 ",6,6,6,Conventional,7/14/2023,$228.54 ,$231.43 ,1.01
4460,T3457353,SLD,31511 COLADA DRIFT WAY,WESLEY CHAPEL,33545,EPPERSON RANCH SOUTH PH 3B &,,"4,190","$819,000 ",6,3,1,2020,Community,Single Family Residence,Fee Simple,"$12,877.63 ",59,59,59,Conventional,10/19/2023,$195.47 ,$195.47 ,1
4461,T3453102,SLD,1959 WHITEWILLOW DR,WESLEY CHAPEL,33543,MEADOW POINTE 4 PRCL AA SOUTH M,,"3,252","$825,000 ",4,3,1,2019,Private,Single Family Residence,Fee Simple,"$8,953.00 ",7,7,7,VA,8/11/2023,$261.37 ,$253.69 ,0.97
4462,T3451265,SLD,4018 WINDCREST DR,WESLEY CHAPEL,33544,SEVEN OAKS,,"4,346","$825,000 ",5,4,0,2013,None,Single Family Residence,Fee Simple,"$10,915.00 ",22,22,25,Conventional,8/11/2023,$183.85 ,$189.83 ,1.03
4463,T3450959,SLD,26853 WINGED ELM DR,WESLEY CHAPEL,33544,SEVEN OAKS PARCEL S-7A,,"2,877","$825,000 ",4,3,0,2005,"Private, Community",Single Family Residence,Fee Simple,$0.00 ,12,12,12,Conventional,7/21/2023,$286.76 ,$286.76 ,1
4464,J962660,SLD,32571 TREE OF LIFE AVE,WESLEY CHAPEL,33543,WINDING RIDGE,,"3,307","$829,015 ",5,5,0,2023,Private,Single Family Residence,Fee Simple,$0.00 ,0,0,-657,Conventional,5/26/2023,$250.68 ,$250.68 ,1
4465,T3460219,SLD,30868 LINDENTREE DR,WESLEY CHAPEL,33543,THE RIDGE AT WIREGRASS RANCH,,"3,381","$835,000 ",5,4,0,2020,"Private, Community",Single Family Residence,Fee Simple,"$10,540.72 ",201,201,202,Conventional,3/19/2024,$261.76 ,$246.97 ,0.94
4466,T3460663,SLD,30314 CEASAR PARK DR,WESLEY CHAPEL,33543,THE RIDGE AT WIREGRASS RANCH,,"2,890","$845,000 ",4,3,1,2019,"Private, Community",Single Family Residence,Fee Simple,"$6,310.51 ",96,96,104,Cash,1/8/2024,$307.89 ,$292.39 ,0.95
4467,U8207592,SLD,32402 TALIMENA LOOP,WESLEY CHAPEL,33543,UNION PARK PH 5A & 5B,,"4,846","$850,000 ",5,5,0,2018,Community,Single Family Residence,Fee Simple,"$11,208.00 ",160,160,195,Conventional,4/2/2024,$178.50 ,$175.40 ,0.98
4468,U8206199,SLD,29150 PERILLI PL,WESLEY CHAPEL,33543,ESTANCIA PH 1D,,"3,176","$850,000 ",4,3,0,2021,"Private, Community",Single Family Residence,Fee Simple,"$10,344.00 ",2,2,16,Conventional,7/31/2023,$259.76 ,$267.63 ,1.03
